date,ATL,BOS,NOP,CHI,DAL,DEN,HOU,LAC,LAL,MIA,MIL,MIN,BKN,NYK,ORL,IND,PHI,PHX,POR,SAC,SAS,OKC,TOR,UTA,MEM,WAS,DET,CHA,CLE,GSW
2019-03-18,0.338,0.606,0.425,0.278,0.4,0.681,0.629,0.577,0.443,0.486,0.743,0.457,0.5,0.197,0.465,0.62,0.643,0.236,0.614,0.493,0.592,0.592,0.704,0.586,0.4,0.423,0.514,0.449,0.254,0.681
2019-03-19,0.333,0.606,0.425,0.278,0.4,0.681,0.634,0.583,0.437,0.486,0.746,0.451,0.507,0.197,0.465,0.611,0.648,0.236,0.614,0.486,0.592,0.592,0.704,0.586,0.4,0.423,0.514,0.443,0.254,0.686
2019-03-20,0.333,0.597,0.419,0.288,0.394,0.681,0.625,0.583,0.437,0.493,0.736,0.451,0.507,0.194,0.472,0.611,0.653,0.236,0.62,0.486,0.583,0.583,0.708,0.592,0.408,0.417,0.514,0.443,0.264,0.686
2019-03-21,0.342,0.597,0.419,0.288,0.389,0.686,0.625,0.583,0.437,0.493,0.736,0.444,0.507,0.194,0.472,0.603,0.653,0.233,0.62,0.493,0.583,0.583,0.708,0.583,0.408,0.411,0.521,0.451,0.264,0.69
2019-03-22,0.342,0.597,0.419,0.288,0.389,0.69,0.63,0.589,0.431,0.486,0.74,0.444,0.514,0.192,0.479,0.603,0.653,0.233,0.62,0.493,0.575,0.589,0.699,0.583,0.403,0.411,0.521,0.451,0.26,0.69
2019-03-23,0.351,0.589,0.419,0.284,0.397,0.69,0.63,0.589,0.431,0.493,0.74,0.452,0.514,0.192,0.479,0.603,0.644,0.23,0.625,0.5,0.575,0.589,0.699,0.589,0.397,0.405,0.514,0.458,0.26,0.681
2019-03-24,0.351,0.581,0.413,0.284,0.397,0.681,0.635,0.595,0.438,0.493,0.743,0.452,0.514,0.189,0.479,0.608,0.644,0.23,0.625,0.493,0.581,0.589,0.689,0.589,0.397,0.405,0.507,0.466,0.257,0.685
2019-03-25,0.351,0.581,0.413,0.284,0.397,0.681,0.635,0.595,0.438,0.493,0.743,0.452,0.507,0.189,0.486,0.608,0.635,0.227,0.63,0.493,0.581,0.581,0.689,0.595,0.405,0.405,0.507,0.466,0.257,0.685
2019-03-26,0.36,0.587,0.408,0.28,0.392,0.685,0.627,0.6,0.446,0.486,0.747,0.446,0.507,0.189,0.493,0.608,0.635,0.227,0.63,0.5,0.573,0.581,0.693,0.595,0.405,0.4,0.5,0.473,0.253,0.685
2019-03-27,0.36,0.587,0.408,0.276,0.392,0.685,0.627,0.6,0.44,0.486,0.747,0.446,0.507,0.189,0.493,0.6,0.635,0.224,0.635,0.5,0.573,0.587,0.693,0.6,0.4,0.408,0.5,0.473,0.253,0.689
2019-03-28,0.36,0.587,0.416,0.276,0.387,0.676,0.632,0.592,0.44,0.493,0.75,0.446,0.5,0.187,0.487,0.6,0.64,0.224,0.635,0.493,0.579,0.587,0.697,0.6,0.4,0.408,0.507,0.473,0.25,0.689
2019-03-29,0.355,0.592,0.416,0.276,0.387,0.68,0.632,0.592,0.447,0.493,0.75,0.453,0.5,0.187,0.487,0.592,0.64,0.224,0.64,0.493,0.579,0.579,0.697,0.605,0.4,0.403,0.507,0.467,0.25,0.68
2019-03-30,0.355,0.584,0.416,0.273,0.387,0.68,0.636,0.597,0.447,0.5,0.75,0.447,0.506,0.184,0.494,0.584,0.645,0.221,0.632,0.487,0.579,0.579,0.701,0.605,0.408,0.403,0.513,0.467,0.247,0.68
2019-03-31,0.364,0.584,0.41,0.273,0.395,0.671,0.636,0.603,0.455,0.5,0.74,0.447,0.506,0.184,0.494,0.584,0.645,0.221,0.632,0.494,0.571,0.571,0.701,0.605,0.403,0.41,0.513,0.461,0.247,0.684
2019-04-01,0.364,0.59,0.41,0.269,0.403,0.671,0.636,0.603,0.455,0.494,0.744,0.442,0.5,0.195,0.487,0.59,0.636,0.231,0.636,0.494,0.571,0.571,0.705,0.61,0.403,0.41,0.506,0.455,0.244,0.684
2019-04-02,0.359,0.59,0.41,0.269,0.403,0.662,0.641,0.603,0.449,0.494,0.744,0.442,0.5,0.195,0.487,0.59,0.636,0.231,0.636,0.487,0.577,0.577,0.705,0.61,0.403,0.41,0.506,0.455,0.244,0.688
2019-04-03,0.367,0.595,0.405,0.278,0.397,0.667,0.646,0.595,0.449,0.487,0.744,0.449,0.494,0.192,0.494,0.595,0.628,0.228,0.641,0.487,0.57,0.577,0.709,0.615,0.397,0.405,0.5,0.462,0.244,0.688
2019-04-04,0.367,0.595,0.405,0.278,0.397,0.667,0.646,0.595,0.443,0.487,0.747,0.449,0.494,0.192,0.494,0.595,0.62,0.228,0.641,0.494,0.57,0.577,0.709,0.615,0.397,0.405,0.5,0.462,0.241,0.692
2019-04-05,0.362,0.6,0.4,0.278,0.392,0.671,0.65,0.588,0.45,0.481,0.747,0.456,0.494,0.19,0.5,0.588,0.62,0.238,0.633,0.488,0.575,0.582,0.7,0.62,0.405,0.4,0.494,0.468,0.238,0.696
2019-04-06,0.362,0.6,0.4,0.275,0.392,0.671,0.65,0.588,0.45,0.481,0.738,0.456,0.5,0.19,0.5,0.588,0.625,0.238,0.633,0.488,0.575,0.582,0.7,0.62,0.405,0.4,0.494,0.468,0.238,0.696
2019-04-07,0.358,0.593,0.407,0.275,0.4,0.662,0.654,0.58,0.457,0.475,0.741,0.45,0.506,0.2,0.506,0.58,0.625,0.235,0.638,0.481,0.58,0.588,0.704,0.612,0.4,0.395,0.488,0.475,0.235,0.7
2019-04-08,0.358,0.593,0.407,0.275,0.4,0.662,0.654,0.58,0.457,0.475,0.741,0.45,0.506,0.2,0.506,0.58,0.625,0.235,0.638,0.481,0.58,0.588,0.704,0.612,0.4,0.395,0.488,0.475,0.235,0.7
2019-04-09,0.358,0.598,0.402,0.272,0.407,0.654,0.646,0.58,0.451,0.481,0.741,0.444,0.506,0.21,0.506,0.58,0.617,0.232,0.642,0.481,0.58,0.593,0.707,0.617,0.395,0.39,0.494,0.481,0.232,0.704
2019-04-10,0.354,0.598,0.402,0.268,0.402,0.659,0.646,0.585,0.451,0.476,0.732,0.439,0.512,0.207,0.512,0.585,0.622,0.232,0.646,0.476,0.585,0.598,0.707,0.61,0.402,0.39,0.5,0.476,0.232,0.695
